property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,belgravia resort residences,sector 48,3.45,1869.0,18459.0,Built Up area: 1869 (173.64 sq.m.),3,3,3,14.0,West,Undefined,,1869.0,,0,0,0,0,0,2,0
flat,siddhartha apartment,sector 95,1.1,2542.0,4327.0,Carpet area: 2542 (236.16 sq.m.),4,3,3,9.0,North,Relatively New,,,2542.0,0,1,0,0,1,2,22
house,independent,sector 105,1.35,3500.0,3857.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),5,3,3,3.0,East,Undefined,,3500.0,2500.0,0,0,0,0,0,2,0
flat,vatika city,sector 49,2.64,2252.0,11725.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3,4,3+,2.0,East,Moderately Old,2251.42,1750.75,,0,1,0,1,0,1,140
flat,godrej nature plus,sector 33,1.27,1383.0,9182.0,Super Built up area 1383(128.48 sq.m.),2,2,3+,9.0,West,Undefined,1383.0,,,0,0,0,0,0,2,38
flat,signature global city 92,sector 92,0.78,1010.0,7722.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Undefined,1010.0,,700.0,0,0,0,0,1,2,24
flat,corona optus,sector 37c,1.25,1742.0,7175.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,North-West,Relatively New,1735.0,,1400.0,1,0,0,0,0,2,49
flat,experion windchants,sector 112,3.65,3194.0,11428.0,Built Up area: 2800 (260.13 sq.m.),3,5,2,3.0,South-West,Relatively New,,2800.0,,0,1,0,0,0,2,72
flat,signature global city 81,sector 81,0.96,983.0,9767.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,1.0,,Undefined,,,1075.0,0,0,0,0,0,2,49
flat,green campus chs,manesar,0.9,2287.0,3935.0,Super Built up area 2287(212.47 sq.m.),3,3,3+,6.0,North-East,Moderately Old,2287.0,,,0,1,0,0,0,2,5
house,independent,sector 11,,,,Plot area 1000(92.9 sq.m.),2,2,1,1.0,not available,Moderately Old,,1000.0,,0,0,0,0,0,2,0
flat,ss the leaf,sector 85,1.2,1640.0,7317.0,Super Built up area 1640(152.36 sq.m.),2,2,3,12.0,South,Relatively New,1640.0,,,0,0,0,0,0,1,157
flat,godrej nature plus,sector 33,1.65,1151.0,14335.0,Carpet area: 1151 (106.93 sq.m.),2,2,3,1.0,East,Under Construction,,,1151.0,0,0,0,0,0,2,38
flat,godrej aria,sector 79,1.3,1351.0,9622.0,Super Built up area 1351(125.51 sq.m.),2,4,2,3.0,East,Relatively New,1351.0,,,0,0,0,0,0,2,53
flat,ss the leaf,sector 85,2.7,3482.0,7754.0,Super Built up area 3482(323.49 sq.m.),4,4,3+,23.0,,New Property,3482.0,,,0,0,0,0,0,2,21
flat,zara aavaas,sector 104,0.2,301.0,6644.0,Carpet area: 301 (27.96 sq.m.),1,2,2,3.0,,New Property,,,301.0,0,0,0,0,0,2,67
flat,tulip orange,sector 70,1.1,1350.0,8148.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3,2,2,5.0,East,Undefined,,1350.0,1080.0,0,0,0,0,0,2,0
flat,emaar gurgaon greens,sector 102,1.4,1023.0,13690.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,67
flat,bestech park view residency,sector 2,1.51,1914.0,7890.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,8.0,West,Moderately Old,1920.0,,,0,1,0,0,0,2,92
house,ireo victory valley,sector 67,8.0,3600.0,22222.0,Plot area 400(334.45 sq.m.),6,7,3+,3.0,North-East,Moderately Old,,3600.0,,1,1,1,1,0,1,151
house,bhim garh kheri,sector 3,0.75,1170.0,6410.0,Plot area 130(108.7 sq.m.),4,2,2,2.0,West,Old Property,,1170.0,,0,0,0,0,0,2,16
flat,emaar palm gardens,sector 83,1.75,1900.0,9210.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3+,11.0,East,Relatively New,1900.0,,1240.04,0,1,0,0,0,2,120
flat,shree vardhman victoria,sector 70,1.8,1950.0,9230.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,2.0,South-West,New Property,1950.0,,1161.0,0,1,0,0,1,2,45
flat,zara aavaas,sector 104,0.49,745.0,6577.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,7.0,,Under Construction,745.0,,645.0,0,0,0,0,0,2,74
flat,m3m sierra 68,sector 68,1.25,1220.0,10245.0,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),2,2,3,4.0,,New Property,1220.0,,694.0,0,0,0,0,0,2,44
house,independent,sector 26,4.6,3771.0,12198.0,Plot area 419(350.34 sq.m.),4,4,3+,,not available,Old Property,,3771.0,,0,0,0,0,0,2,28
flat,dlf the primus,sector 82a,2.55,2273.0,11218.0,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4,4,3+,14.0,South-West,Relatively New,2273.0,,1340.0,0,0,0,0,0,0,44
flat,elan the presidential,sector 106,3.9,2450.0,15918.0,Built Up area: 2450 (227.61 sq.m.),3,3,0,20.0,,Undefined,,2450.0,,0,0,0,0,0,2,66
flat,godrej nature plus,sector 33,1.4,926.0,15124.0,Super Built up area 145Carpet area: 86 sq.m.,3,2,3+,20.0,,New Property,145.0,,86.0,0,0,0,0,0,2,70
flat,bestech park view ananda,sector 81,1.4,1810.0,7734.0,Super Built up area 1810(168.15 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),3,3,3+,6.0,North-West,Relatively New,1810.0,,1180.0,0,0,0,0,0,2,95
house,huda flats,sector 7,2.3,1350.0,17037.0,Plot area 150(125.42 sq.m.),5,3,3+,3.0,North-East,Old Property,,1350.0,,1,1,0,1,0,2,27
flat,chd avenue,sector 71,1.12,1802.0,6215.0,Super Built up area 1802(167.41 sq.m.),3,4,3,0.0,South-East,Moderately Old,1802.0,,,0,1,0,0,0,2,65
flat,godrej aria,sector 79,1.1,1415.0,7772.0,Super Built up area 1351(125.51 sq.m.),2,2,3+,4.0,North-East,New Property,1351.0,,,0,0,0,0,0,1,49
flat,chd avenue,sector 71,1.25,1743.0,7171.0,Super Built up area 1743(161.93 sq.m.),3,4,2,7.0,East,Relatively New,1743.0,,,0,1,0,0,0,1,160
flat,signature global solera 2,sector 107,0.37,554.0,6680.0,Carpet area: 553.85 (51.45 sq.m.),2,2,2,9.0,,New Property,,,553.802655,0,0,0,0,0,2,23
flat,signature global city,sector 37d,1.25,2055.0,6082.0,Carpet area: 2055 (190.92 sq.m.),3,3,3,4.0,,Undefined,,,2055.0,0,0,0,0,0,2,16
house,housing board colony,sector 28,3.5,1350.0,25926.0,Plot area 150(125.42 sq.m.),6,6,3,3.0,not available,Relatively New,,1350.0,,0,0,0,0,0,2,0
flat,vatika gurgaon,sector 83,0.75,1245.0,6024.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,19.0,East,Relatively New,1245.0,1150.0,1020.0,0,0,0,0,1,1,105
flat,vatika independent floors,sector 82,0.67,1150.0,5826.0,Built Up area: 1150 (106.84 sq.m.),2,2,3,2.0,,Moderately Old,,1150.0,,0,0,0,0,0,2,53
house,unitech deerwood chase,sector 50,15.0,4500.0,33333.0,Plot area 500(418.06 sq.m.),4,4,2,2.0,West,Moderately Old,,4500.0,,0,1,0,0,0,2,160
flat,ss almeria,sector 84,1.48,2000.0,7400.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1294 sq.ft. (120.22 sq.m.),3,3,2,1.0,South-West,New Property,2000.0,,1294.0,0,1,1,0,0,1,139
flat,green court,sector 90,0.45,626.0,7188.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,,New Property,,,626.0,0,0,0,0,0,1,42
flat,emaar mgf emerald estate,sector 65,1.7,809.0,21013.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,7.0,South-East,Relatively New,1395.0,,809.0,1,0,0,0,0,1,116
house,spaze privy,sector 72,3.09,4426.0,6981.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5,5,3+,14.0,East,Relatively New,,3653.0,2922.0,0,1,0,0,0,1,33
flat,ashiana mulberry,sohna road,1.07,1730.0,6184.0,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,7.0,North-East,Relatively New,1730.0,1600.0,1300.0,0,0,0,0,0,2,167
flat,godrej,sector 79,1.41,1567.0,9000.0,Carpet area: 1572 (146.04 sq.m.),2,2,3,3.0,,New Property,,,1572.0,1,0,0,0,0,2,104
flat,sare crescent parc,sector 92,0.66,1326.0,4977.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15.0,North,Relatively New,,,1326.0,0,0,0,0,0,0,44
flat,dlf city plots phase 3,sector 24,6.5,3500.0,18571.0,Carpet area: 3500 (325.16 sq.m.),4,5,3+,3.0,North-East,New Property,,,3500.0,0,1,0,0,0,0,42
flat,shree vardhman victoria,sector 70,1.75,2133.0,8205.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7.0,,New Property,1950.0,,1161.0,0,1,0,1,0,2,37
house,independent,sector 37d,2.5,1900.0,13157.0,Plot area 1900(176.52 sq.m.),5,5,3+,2.0,not available,Relatively New,,1900.0,,0,0,0,0,0,2,0
house,independent,sector 7,6.5,4320.0,15046.0,Plot area 480(401.34 sq.m.),3,2,3+,,not available,Old Property,,4320.0,,0,0,0,0,0,2,9
flat,experion the heartsong,sector 108,1.02,1283.0,7950.0,Built Up area: 1283 (119.19 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,4.0,,Relatively New,,1283.0,734.43,1,0,0,0,0,2,112
flat,bestech park view ananda,sector 81,0.95,1360.0,6985.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1260 sq.ft. (117.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,14.0,North-East,Relatively New,1360.0,1260.0,894.0,0,0,0,0,0,1,165
flat,signature global park,sohna road,0.83,1120.0,7410.0,Carpet area: 1120 (104.05 sq.m.),3,2,2,1.0,,New Property,,,1120.0,0,0,0,0,0,2,16
flat,hcbs sports ville,sohna road,0.2,474.0,4219.0,Built Up area: 473.99 (44.04 sq.m.),1,1,1,3.0,East,New Property,,474.042156,,0,0,0,0,0,2,71
flat,smart world gems,sector 89,0.9,1103.0,8159.0,Super Built up area 1103(102.47 sq.m.),2,2,2,2.0,East,New Property,1103.0,,,1,0,0,0,1,2,44
flat,conscient habitat,sector 99a,0.27,482.0,5599.0,Carpet area: 484 (44.97 sq.m.),2,2,1,8.0,South-West,Relatively New,,,484.0,0,0,0,0,1,2,49
flat,signature andour heights,sector 71,0.55,639.0,8607.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2,2,1,7.0,South-East,Relatively New,639.0,600.0,541.0,0,0,0,0,0,1,24
flat,hero homes,sector 104,1.4,885.0,15826.0,Super Built up area 1389(129.04 sq.m.)Carpet area: 884.58 sq.ft. (82.18 sq.m.),3,2,2,4.0,North,Undefined,1389.0,,884.58,0,0,0,0,0,2,49
flat,unitech uniworld gardens,sector 47,2.4,2086.0,11505.0,Super Built up area 2086(193.8 sq.m.),3,3,3+,10.0,,Moderately Old,2086.0,,,0,1,0,0,0,1,120
flat,bestech park view residency,sector 2,0.98,1414.0,6932.0,Super Built up area 1415(131.46 sq.m.),2,2,3,11.0,East,Moderately Old,1415.0,,,0,0,0,0,0,2,83
flat,shapoorji pallonji joyville,sector 102,1.1,915.0,12022.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,1,7.0,,Undefined,,915.0,700.0,0,0,0,0,0,2,0
house,independent,sector 45,7.35,2475.0,29697.0,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old Property,,2475.0,,1,1,1,1,0,1,61
flat,ramprastha the edge towers,sector 37d,1.1,1990.0,5528.0,Built Up area: 1990 (184.88 sq.m.),3,3,3,9.0,,Undefined,,1990.0,,0,0,0,0,0,2,63
flat,conscient elevate,sector 59,4.02,2297.0,17500.0,Carpet area: 2295 (213.21 sq.m.),3,3,1,3.0,,Under Construction,,,2295.0,0,0,0,0,0,2,31
flat,ace palm floors,sector 89,0.97,1234.0,7863.0,Carpet area: 1234 (114.64 sq.m.),2,2,2,1.0,,New Property,,,1234.0,1,0,0,0,0,2,28
flat,the close north,sector 50,2.7,2605.0,10364.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3+,6.0,East,Moderately Old,2605.0,2400.0,2200.0,0,1,0,0,0,2,174
flat,emaar mgf emerald estate,sector 65,1.75,1395.0,12544.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,10.0,North-East,Relatively New,1395.0,,809.0,0,1,0,0,0,1,124
house,ansals florence villa,sector 57,3.3,1665.0,19820.0,Plot area 185(154.68 sq.m.),4,3,3+,2.0,East,Moderately Old,,1665.0,,1,1,1,1,0,2,151
house,independent,sector 110,0.34,500.0,6800.0,Built Up area: 500 (46.45 sq.m.),1,1,,1.0,not available,Undefined,,500.0,,0,0,0,0,0,2,0
house,international city by sobha phase 2,sector 109,6.8,5400.0,12593.0,Plot area 600(501.68 sq.m.),4,5,3,2.0,North-West,Relatively New,,5400.0,,0,1,0,0,0,2,49
flat,dlf royalton tower,sector 43,6.5,2940.0,22108.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,Relatively New,2940.0,,,0,1,0,0,0,2,15
flat,tulip white,sector 69,0.9,1500.0,6000.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1326 sq.ft. (123.19 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3+,1.0,West,Relatively New,1500.0,1326.0,1050.0,0,0,0,0,0,1,149
house,independent,sector 25,4.45,1350.0,32963.0,Plot area 150(125.42 sq.m.),4,3,3+,2.0,West,Moderately Old,,1350.0,,0,0,1,0,0,2,79
flat,the lions cghs,sector 56,2.1,2400.0,8750.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,8.0,West,Old Property,2400.0,2200.0,2000.0,0,0,0,0,1,1,166
flat,supertech araville,sector 79,1.45,1945.0,7455.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3.0,North,Relatively New,,,1945.0,0,0,0,0,0,2,0
flat,vasant appartments,sector 14,1.7,2300.0,7391.0,Carpet area: 2300 (213.68 sq.m.),5,5,2,2.0,North-West,Old Property,,,2300.0,1,0,1,1,0,0,71
flat,ss the leaf,sector 85,1.05,1704.0,6163.0,Super Built up area 1671(155.24 sq.m.),2,2,3+,7.0,West,Relatively New,1671.0,,,0,0,1,0,0,2,144
flat,emaar mgf emerald floors,sector 65,2.6,1650.0,15758.0,Carpet area: 1650 (153.29 sq.m.),3,3,3+,3.0,East,Undefined,,,1650.0,0,0,0,0,0,2,0
flat,shree vardhman flora,sector 90,0.66,1300.0,5076.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),2,2,3,4.0,North-East,Relatively New,1300.0,,960.0,1,0,0,0,0,2,119
flat,antriksh heights,sector 84,0.9,2025.0,4444.0,Super Built up area 2025(188.13 sq.m.),3,3,3,18.0,,Relatively New,2025.0,,,0,1,0,1,0,2,59
flat,rof ananda,sector 95,0.2,366.0,5463.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,9.0,South-West,Relatively New,,,366.08023899999995,0,0,0,1,0,2,52
flat,signature global park 4,sector 36,0.72,1081.0,6660.0,Super Built up area 1081(100.43 sq.m.),3,2,3,3.0,,Under Construction,1081.0,,,0,0,0,0,0,2,0
flat,park view apartment,sector 56,1.74,2300.0,7565.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,3,3+,2.0,South,Old Property,2450.0,2400.0,2300.0,0,1,0,1,0,1,104
flat,the lions cghs,sector 56,2.05,2600.0,7884.0,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,6.0,South,Relatively New,2600.0,2500.0,2400.0,0,0,0,0,1,1,101
flat,signature the roselia,sector 95,0.45,642857.0,7.0,Carpet area: 569243 (52884.41 sq.m.),2,2,2,2.0,South-West,New Property,,,569243.0,0,0,0,0,0,2,76
flat,bptp terra,sector 37d,1.55,2191.0,7074.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,19.0,North-East,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,1,131
flat,sare crescent parc,sector 92,0.49,998.0,4909.0,Carpet area: 998 (92.72 sq.m.),2,2,2,2.0,,Relatively New,,,998.0,0,0,0,0,0,2,96
flat,ats tourmaline,sector 109,1.4,1750.0,8000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,8.0,North-East,Relatively New,1750.0,1466.0,1350.0,0,0,1,0,0,2,119
flat,puri the aravallis,sector 61,3.87,2250.0,17200.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3+,21.0,East,Undefined,2250.0,,1249.65,0,1,0,0,0,2,58
house,independent,sector 28,11.0,3240.0,33951.0,Plot area 360(301.01 sq.m.),13,13,3+,3.0,East,Relatively New,,3240.0,,1,1,0,1,0,0,122
house,independent,sector 67,1.5,1736.0,8642.0,Carpet area: 180 (150.5 sq.m.),5,3,2,2.0,not available,New Property,,,180.0,0,0,0,0,0,2,0
flat,godrej summit,sector 104,0.82,832.0,9854.0,Carpet area: 77.31,2,2,3,12.0,,Relatively New,,,77.31,1,0,0,0,0,2,120
flat,paras dews,sector 106,1.5,2355.0,6369.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,6,3+,11.0,North-West,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,2,174
flat,pareena mi casa,sector 68,1.1,1245.0,8835.0,Super Built up area 1245(115.66 sq.m.),2,2,3,11.0,North,New Property,1245.0,,,0,0,0,0,0,2,95
flat,m3m skywalk,sector 74,1.4,1424.0,9831.0,Super Built up area 1424(132.29 sq.m.),2,2,2,17.0,North-East,New Property,1424.0,,,0,0,0,0,0,1,167
house,sobha city,sector 108,10.5,7331.0,14323.0,Built Up area: 7331 (681.07 sq.m.),5,4,3+,1.0,East,Undefined,,7331.0,,0,0,0,0,0,2,59
flat,dlf new town heights,sector 86,1.27,1930.0,6580.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,19.0,South-West,Relatively New,1930.0,1800.0,1450.0,0,1,0,1,0,2,126
flat,bestech park view ananda,sector 81,1.35,1790.0,7541.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10.0,North-East,Moderately Old,1790.0,,1130.0,0,0,1,0,0,1,72
house,unitech aspen greens,sector 50,7.0,2160.0,32407.0,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Old Property,,2160.0,,0,1,0,0,0,2,29
house,unitech uniworld resorts,sector 33,,,,Plot area 520(434.79 sq.m.),5,8,3+,4.0,West,Relatively New,,520.0,,0,1,1,0,0,1,100
flat,ss the leaf,sector 85,1.09,1636.0,6661.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,2,3,5.0,North-East,Relatively New,1640.0,1475.0,1350.0,0,0,0,0,0,2,49
flat,bestech park view residency,sector 2,1.02,1415.0,7208.0,Super Built up area 1415(131.46 sq.m.),2,2,3,11.0,South-West,Moderately Old,1415.0,,,0,0,0,0,0,2,92
flat,rof ananda,sector 95,0.38,65517.0,58.0,Carpet area: 64412 (5984.07 sq.m.),3,2,1,12.0,North,Relatively New,,,64412.0,0,0,0,0,0,2,51
flat,professional society,manesar,0.75,2445.0,3067.0,Carpet area: 2445 (227.15 sq.m.),3,4,3,3.0,East,Relatively New,,,2445.0,0,1,0,0,0,2,21
flat,antriksh green,sector 45,2.25,2875.0,7826.0,Carpet area: 2875 (267.1 sq.m.),4,4,2,9.0,North,Old Property,,,2875.0,0,1,0,0,0,0,23
flat,m3m skycity,sector 65,3.5,2054.0,17039.0,Carpet area: 2054 (190.82 sq.m.),3,3,3,15.0,East,New Property,,,2054.0,1,1,0,1,0,1,166
flat,emaar mgf emerald floors premier,sector 65,2.55,1650.0,15454.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,3.0,West,Relatively New,1650.0,,1300.0,1,1,0,0,0,2,21
flat,unitech sunbreeze,sector 69,0.74,1345.0,5500.0,Super Built up area 1337(124.21 sq.m.),3,3,1,10.0,,Under Construction,1337.0,,,0,1,0,0,0,2,60
flat,ss the coralwood,sector 84,1.1,1890.0,5820.0,Super Built up area 1890(175.59 sq.m.),3,3,3+,12.0,East,Moderately Old,1890.0,,,0,0,0,0,0,1,104
house,independent,sector 12,0.9,675.0,13333.0,Built Up area: 675 (62.71 sq.m.),4,4,,2.0,not available,Undefined,,675.0,,0,0,0,0,0,2,0
flat,vipul lavanya,sector 81,0.75,1257.0,5966.0,Carpet area: 1257 (116.78 sq.m.),2,2,2,7.0,,Moderately Old,,,1257.0,0,0,0,0,0,2,37
flat,tata gurgaon gateway,sector 113,2.45,2271.0,10786.0,Super Built up area 2225(206.71 sq.m.),3,3,3,8.0,North,Relatively New,2225.0,,,0,0,0,0,0,2,110
house,dlf the grove,sector 54,5.7,270.0,211111.0,Built Up area: 270 (25.08 sq.m.),4,4,,1.0,not available,Undefined,,270.0,,0,0,0,0,0,2,46
flat,orchid petals,sector 49,4.52,4115.0,10984.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,West,Moderately Old,4115.0,,,1,1,0,1,0,2,49
flat,ireo victory valley,sector 67,4.55,3130.0,14536.0,Super Built up area 3130(290.79 sq.m.),4,4,3+,19.0,South,Relatively New,3130.0,,,0,1,0,0,0,1,156
flat,ireo the corridors,sector 67a,1.7,1727.0,9843.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,10.0,North-East,New Property,1727.0,,1017.0,0,1,0,0,1,1,44
flat,tata primanti,sector 72,3.25,3082.0,10545.0,Super Built up area 3300(306.58 sq.m.),3,3,3,2.0,South,Moderately Old,3300.0,,,0,1,0,0,0,2,94
house,ansal,sector 43,1.85,60.0,308333.0,Plot area 60(5.57 sq.m.),8,8,3+,5.0,North-West,Relatively New,,60.0,,0,0,0,0,0,2,53
flat,conscient heritage max,sector 102,2.2,2149.0,10237.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,9.0,South-East,Moderately Old,2149.0,,,1,1,0,0,0,2,125
flat,smart world gems,sector 89,0.95,1105.0,8600.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,,New Property,,,1103.0,1,1,0,0,0,2,38
flat,godrej,sector 79,1.91,2244.0,8511.0,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,North-East,Relatively New,2244.0,,,0,1,0,0,0,2,158
flat,bestech park view residency,sector 2,0.56,655.0,8553.0,Carpet area: 650 (60.39 sq.m.),1,1,2,7.0,South-West,Moderately Old,,,650.0,0,0,0,0,0,2,92
flat,bestech park view sanskruti,sector 92,1.42,1830.0,7760.0,Super Built up area 1920(178.37 sq.m.),3,3,2,10.0,East,Relatively New,1920.0,,,0,0,0,0,0,2,117
flat,emaar digihomes,sector 62,3.95,2588.0,15262.0,Carpet area: 2588 (240.43 sq.m.),3,3,3,33.0,East,New Property,,,2588.0,0,1,0,0,0,1,49
house,independent,sector 26,5.8,4518.0,12837.0,Plot area 502(419.74 sq.m.),4,4,3+,4.0,not available,Old Property,,4518.0,,0,0,0,0,0,2,38
flat,bsf chs,gwal pahari,0.95,1600.0,5937.0,Carpet area: 1600 (148.64 sq.m.),3,3,3,13.0,,Old Property,,,1600.0,0,0,0,0,0,2,37
flat,bestech park view sanskruti,sector 92,1.68,1520.0,11052.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1520 sq.ft. (141.21 sq.m.),3,4,3+,15.0,East,Relatively New,2120.0,,1520.0,0,1,0,0,0,1,174
house,dlf city plots,sector 26,17.0,4518.0,37627.0,Plot area 502(419.74 sq.m.),5,6,3,2.0,North-West,Old Property,,4518.0,,0,1,1,1,0,1,87
flat,rose apartment,sector 28,3.0,2862.0,10482.0,Super Built up area 2862(265.89 sq.m.),3,5,3+,8.0,,Old Property,2862.0,,,0,0,0,0,0,2,0
flat,hcbs sports ville,sohna road,0.32,519.0,6165.0,Carpet area: 519 (48.22 sq.m.),2,2,2,2.0,,New Property,,,519.0,0,0,0,0,0,2,37
flat,the castle society,sector 56,2.0,2300.0,8695.0,Super Built up area 2300(213.68 sq.m.),4,4,2,4.0,,Under Construction,2300.0,,,0,0,0,0,0,2,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,1255.0,10041.0,Super Built up area 1215(112.88 sq.m.),2,2,2,10.0,North,Relatively New,1215.0,,,0,0,0,0,0,2,108
flat,godrej icon,sector 88a,1.75,12645.0,1384.0,Carpet area: 1175.11,3,3,3+,6.0,,New Property,,,1175.11,0,0,0,0,0,2,55
house,international city by sobha phase 2,sector 109,7.0,5400.0,12963.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,Relatively New,,5400.0,,0,0,0,0,0,1,102
house,house number b-34,sector 5,0.8,900.0,8888.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2,2,1,1.0,not available,Old Property,,900.0,,0,0,0,0,0,2,0
flat,vatika gurgaon,sector 83,1.4,2112.0,6628.0,Super Built up area 1735(161.19 sq.m.),3,3,2,7.0,,Relatively New,1735.0,,,0,0,0,0,0,1,74
flat,experion the heartsong,sector 108,1.36,2079.0,6542.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3,2,3+,2.0,,Relatively New,1758.0,,986.0,1,1,0,0,0,1,77
