property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,m3m skycity,sector 65,2.0,1310.0,15267.0,Super Built up area 1310(121.7 sq.m.),2,2,2,16.0,East,New Property,1310.0,,,0,0,0,0,0,1,174
flat,ss,sector 85,1.2,1678.0,7151.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,15.0,North-East,Relatively New,1671.0,1660.0,1650.0,0,0,0,0,0,2,49
flat,paras dews,sector 106,1.35,1510.0,8940.0,Carpet area: 1510 (140.28 sq.m.),4,3,3,19.0,,Old Property,,,1510.0,0,1,0,0,0,2,112
flat,signature signum 95a,sector 95,0.4,514.0,7782.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,East,New Property,,,514.0,0,0,0,0,0,1,44
house,unitech uniworld resorts,sector 33,11.5,4680.0,24573.0,Plot area 520(434.79 sq.m.),5,6,3+,4.0,East,Relatively New,,4680.0,,0,1,0,0,0,2,84
flat,m3m golfestate,sector 65,6.15,3844.0,15998.0,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,West,Relatively New,,,3844.0,0,1,0,0,0,0,49
flat,ss the leaf,sector 85,2.13,2812.0,7574.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2.0,North,Relatively New,2812.0,2600.0,2200.0,0,0,0,0,0,2,49
flat,suncity heights,sector 54,3.85,2341.0,16445.0,Super Built up area 2341(217.49 sq.m.),3,3,3+,8.0,,Old Property,2341.0,,,0,1,0,0,0,2,67
flat,prime habitat,sector 99a,0.27,446.0,6049.0,Carpet area: 448 (41.62 sq.m.),2,2,1,10.0,South,Relatively New,,,448.0,0,0,0,0,0,2,67
flat,m3m merlin,sector 67,2.8,2047.0,13678.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5.0,North-East,Moderately Old,2047.0,,1880.0,0,1,0,0,0,0,26
flat,zara aavaas,sector 104,0.4,569.0,7029.0,Super Built up area 569(52.86 sq.m.),2,2,1,14.0,,Relatively New,569.0,,,0,0,0,0,0,2,38
house,independent,sector 41,4.25,1620.0,26235.0,Plot area 180(150.5 sq.m.),10,9,3+,4.0,North,Moderately Old,,1620.0,,1,1,0,0,0,1,36
flat,gls arawali homes,sohna road,0.35,576.0,6076.0,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,11.0,,Relatively New,576.0,,480.53,0,0,0,0,0,2,64
house,unitech deerwood chase,sector 50,8.45,359.0,235376.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,359.0,,1,1,0,0,0,1,102
house,independent,sector 23,2.8,173.0,161849.0,Plot area 173(16.07 sq.m.)Built Up area: 160 sq.ft. (14.86 sq.m.)Carpet area: 150 sq.ft. (13.94 sq.m.),5,5,3+,2.0,North-East,Old Property,,160.0,150.0,0,0,0,1,0,1,74
flat,mapsko mount ville,sector 79,1.2,1490.0,8053.0,Super Built up area 1490(138.43 sq.m.),3,3,3,24.0,West,Relatively New,1490.0,,,0,0,0,0,0,1,8
flat,pioneer park,sector 61,3.6,2851.0,12627.0,Super Built up area 2851(264.87 sq.m.),4,4,3,3.0,North,Moderately Old,2851.0,,,0,1,0,0,0,1,121
flat,bestech altura,sector 79,1.72,2048.0,8400.0,Built Up area: 2050 (190.45 sq.m.),3,4,3,9.0,East,New Property,,2050.0,,0,0,0,0,0,2,49
house,independent,sector 28,11.75,2844.0,41315.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,2844.0,,1,1,1,0,0,1,54
flat,kiran residency,sector 56,1.5,2000.0,7500.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,4.0,North,Relatively New,2000.0,1900.0,1800.0,0,1,0,0,0,1,126
flat,lig flat,sector 40,1.5,300.0,50000.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,,Undefined,,300.0,,0,0,0,0,0,2,0
flat,indiabulls centrum park,sector 103,1.15,1481.0,7765.0,Super Built up area 1481(137.59 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.),2,2,3,8.0,North-East,Relatively New,1481.0,1250.0,,1,0,0,0,0,1,135
flat,gls arawali homes,sohna road,0.35,500.0,7000.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,2,5.0,,Relatively New,567.0,556.0,500.0,0,0,0,0,0,2,30
flat,the roselia 2,sector 95,0.45,695.0,6475.0,Built Up area: 695 (64.57 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),2,2,2,19.0,North,Undefined,,695.0,595.0,0,0,0,0,0,2,0
flat,signature global park,sohna road,0.91,1447.0,6289.0,Carpet area: 1439 (133.69 sq.m.),3,3,3,1.0,West,Relatively New,,,1439.0,0,0,0,1,0,2,165
flat,sare green parc phase 3,sector 92,0.75,1050.0,7142.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,2,3.0,East,New Property,1326.0,1298.0,1050.0,0,0,0,0,0,2,121
house,independent,sector 12,1.35,1105.0,12222.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),5,5,1,3.0,not available,Old Property,,2052.0,,0,0,0,0,0,2,31
house,independent,sector 17a,3.87,7500.0,5160.0,Plot area 1623(150.78 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.),19,17,3+,5.0,North-West,Relatively New,,7500.0,,1,0,1,0,0,2,68
flat,unitech fresco,sector 50,1.88,1794.0,10479.0,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0,0,0,0,1,1,174
house,independent,sector 21,0.6,972.0,6173.0,Plot area 108(90.3 sq.m.),8,3,2,3.0,not available,Old Property,,972.0,,0,0,0,0,0,2,0
house,eldeco mansionz,sector 48,5.0,2340.0,21367.0,Plot area 260(217.39 sq.m.),7,7,3,2.0,North-East,Moderately Old,,2340.0,,0,0,0,0,0,1,40
house,independent,sector 25,10.0,2700.0,37037.0,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,Old Property,,2700.0,,0,1,1,0,0,1,64
flat,paras dews,sector 106,1.05,1230.0,8536.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0,1,0,0,0,2,174
flat,emaar imperial gardens,sector 102,2.05,2076.0,9876.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,Relatively New,,,2025.0,0,1,0,0,0,2,116
flat,nbcc heights,sector 89,1.5,2125.0,7058.0,Super Built up area 2125(197.42 sq.m.),3,3,3,8.0,,Relatively New,2125.0,,,1,1,0,0,0,2,105
flat,emaar palm premier,sector 77,2.1,2000.0,10500.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,11.0,,New Property,2000.0,1600.0,1500.0,0,1,0,0,0,1,129
house,independent,sector 43,2.15,1650.0,13030.0,Built Up area: 1650 (153.29 sq.m.),1,1,,1.0,not available,Undefined,,1650.0,,0,0,0,0,0,2,0
flat,ireo skyon,sector 60,2.05,1350.0,15185.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,3,2,2.0,North-East,Relatively New,1524.0,1520.0,1350.0,0,0,1,0,0,1,174
flat,ss the leaf,sector 85,1.2,1640.0,7317.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,6.0,North,Relatively New,1640.0,1300.0,1000.0,0,0,0,0,0,1,174
flat,m3m golfestate,sector 79,1.4,1400.0,10000.0,Carpet area: 1400 (130.06 sq.m.),2,2,2,4.0,East,Undefined,,,1400.0,1,1,1,0,0,0,83
house,independent,sector 13,2.25,3240.0,6944.0,Carpet area: 360 (301.01 sq.m.),10,10,2,1.0,East,Undefined,,,360.0,0,0,0,0,0,2,0
house,independent,sector 48,8.4,3240.0,25926.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,not available,Old Property,,3240.0,,0,1,0,1,0,1,15
flat,palam vihar society,sector 2,0.4,465.0,8602.0,Super Built up area 465(43.2 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,1,1,5.0,North,Moderately Old,465.0,450.0,425.0,0,0,0,0,0,1,39
flat,smriti apartment,sector 56,0.52,488.0,10666.0,Super Built up area 525(48.77 sq.m.),1,1,1,1.0,,Old Property,525.0,,,0,0,0,0,0,2,34
flat,m3m skycity,sector 65,2.8,1828.0,15317.0,Built Up area: 1828 (169.83 sq.m.),3,3,0,14.0,,Undefined,,1828.0,,0,0,0,0,0,2,39
house,central park flower valley cerise floors,sector 33,1.35,1210.0,11157.0,Built Up area: 1210 (112.41 sq.m.),2,2,2,4.0,East,New Property,,1210.0,,1,0,0,0,0,0,107
house,independent,sector 22,4.75,2367.0,20068.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),7,5,3+,3.0,South-West,Old Property,,261.0,259.0,0,0,0,1,1,1,49
flat,friends apartment,sector 52,2.0,2350.0,8510.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3,5.0,North,Moderately Old,2350.0,,1850.0,0,1,0,0,0,0,111
flat,pioneer araya,sector 62,9.2,4613.0,19943.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,South,Relatively New,4613.0,,3203.0,0,1,0,1,0,1,156
house,dlf city plots phase 2,sector 25,6.3,1800.0,35000.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Old Property,,1800.0,,0,1,1,0,0,2,89
flat,ats kocoon,sector 109,1.7,1745.0,9742.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,22.0,East,Relatively New,1745.0,1550.0,,0,0,0,0,0,2,74
flat,dlf the ultima,sector 81,2.2,2100.0,10476.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,17.0,East,Relatively New,2100.0,,,0,1,0,0,0,0,49
flat,ramprastha the edge towers,sector 37d,0.71,1310.0,5420.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,0,0,0,0,1,2,38
flat,ats triumph,sector 104,2.65,3150.0,8412.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,10.0,North-East,Relatively New,3150.0,,,0,1,0,0,0,2,174
flat,silverglades the melia,sohna road,1.01,1443.0,7000.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,12.0,,Undefined,1450.0,,950.0,1,0,0,0,0,2,80
flat,umang monsoon breeze,sector 78,0.62,1239.0,5004.0,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),2,2,1,7.0,South,Moderately Old,1239.0,1115.0,947.0,0,0,1,0,0,2,111
flat,breez global hill view,sohna road,0.32,554.0,5776.0,Carpet area: 554 (51.47 sq.m.),2,2,2,19.0,North,Relatively New,,,554.0,0,0,0,0,0,1,21
flat,the crew bos chs manesar,manesar,0.85,2300.0,3695.0,Carpet area: 2300 (213.68 sq.m.),3,3,2,2.0,East,Moderately Old,,,2300.0,0,0,0,0,0,2,44
flat,zara aavaas,sector 104,0.26,333.0,7807.0,Built Up area: 301 (27.96 sq.m.),1,1,2,0.0,North-East,Relatively New,,301.0,,0,0,0,0,0,2,91
flat,mapsko mount ville,sector 79,1.2,1490.0,8053.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,24.0,East,Relatively New,1490.0,,863.91,0,0,0,0,0,1,135
house,independent,sector 11,4.5,1800.0,25000.0,Plot area 200(167.23 sq.m.),16,16,3+,4.0,South,Relatively New,,1800.0,,0,0,0,0,0,1,20
flat,mapsko casa bella,sector 82,1.25,1960.0,6377.0,Super Built up area 1960(182.09 sq.m.),3,4,3+,8.0,,Under Construction,1960.0,,,0,0,0,0,0,2,54
flat,godrej nature plus,sector 33,1.4,1500.0,9333.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1385 sq.ft. (128.67 sq.m.),2,2,3,14.0,,Under Construction,1500.0,,1385.0,0,0,0,0,0,2,67
house,international city by sobha phase 2,sector 109,9.5,3600.0,26389.0,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively New,,3600.0,,1,1,1,1,0,2,133
flat,emaar mgf emerald floors premier,sector 65,2.77,1975.0,14025.0,Carpet area: 1975 (183.48 sq.m.),4,4,3+,3.0,North-East,Relatively New,,,1975.0,1,1,0,0,0,0,174
flat,vatika gurgaon,sector 83,0.78,1245.0,6265.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2,2,2,3.0,South-East,Relatively New,1245.0,850.0,790.0,1,0,0,1,0,1,165
flat,emaar palm gardens,sector 83,1.4,1447.0,9675.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),3,3,3,11.0,North,Relatively New,1720.0,,1447.0,0,1,0,0,0,0,58
flat,emaar mgf the palm drive,sector 66,4.6,2500.0,18400.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,Relatively New,3300.0,,2500.0,1,1,1,1,0,1,131
flat,m3m merlin,sector 67,2.98,2047.0,14557.0,Super Built up area 2047(190.17 sq.m.),3,3,3,0.0,North,Relatively New,2047.0,,,0,0,0,0,1,1,49
flat,godrej nature plus,sector 33,1.35,1640.0,8231.0,Super Built up area 1640(152.36 sq.m.),3,2,3+,7.0,North-East,Undefined,1640.0,,,0,0,0,1,0,2,49
flat,sobha city,sector 108,2.9,2003.0,14478.0,Super Built up area 2003(186.08 sq.m.),3,4,2,8.0,East,New Property,2003.0,,,0,0,0,0,0,2,109
flat,vatika the seven lamps,sector 82,1.28,1877.0,6819.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,North,Relatively New,1877.0,1800.0,1500.0,1,0,0,0,0,1,165
flat,experion windchants,sector 112,3.0,2600.0,11538.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,2,2.0,North,Relatively New,2802.0,2600.0,2200.0,0,0,0,0,1,1,49
flat,kanchanjanga tower,sector 56,1.45,1900.0,7631.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,2.0,North,Moderately Old,1900.0,,,0,0,0,0,0,1,126
flat,m3m merlin,sector 67,3.4,2358.0,14418.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3,15.0,South,Relatively New,2358.0,,1900.0,0,1,0,0,0,1,110
flat,sare petioles,sector 92,1.22,2324.0,5250.0,Built Up area: 2093 (194.45 sq.m.),4,3,3,9.0,,Under Construction,,2093.0,,0,1,0,0,0,2,99
house,independent,sector 103,2.25,3534.0,6367.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,5,3+,10.0,South,Undefined,,3534.0,2000.0,0,0,0,0,0,2,0
flat,emaar palm gardens,sector 83,1.8,1500.0,12000.0,Carpet area: 1500 (139.35 sq.m.),3,4,3+,6.0,South-West,Relatively New,,,1500.0,0,1,0,0,0,1,96
flat,sidhartha ncr one phase,sector 95,0.9,2000.0,4500.0,Built Up area: 2000 (185.81 sq.m.),3,3,1,15.0,,Relatively New,,2000.0,,0,0,0,0,0,2,60
flat,pareena laxmi apartments,sector 99a,0.31,525.0,5904.0,Carpet area: 525 (48.77 sq.m.),2,2,2,6.0,East,New Property,,,525.0,0,0,0,0,0,2,74
flat,emaar mgf palm hills,sector 77,1.25,1450.0,8620.0,Carpet area: 1450 (134.71 sq.m.),3,4,3,1.0,West,Relatively New,,,1450.0,0,1,0,0,0,1,104
house,independent,sector 14,4.5,2250.0,20000.0,Carpet area: 2500 (232.26 sq.m.),5,5,1,1.0,not available,Relatively New,,,2500.0,0,0,0,0,0,2,0
house,independent,sector 45,4.49,1836.0,24455.0,Plot area 204(170.57 sq.m.),9,9,3+,3.0,North-West,Moderately Old,,1836.0,,0,0,0,0,1,1,90
flat,uphar lakshya homes,sector 105,0.42,1000.0,4200.0,Carpet area: 1000 (92.9 sq.m.),3,2,1,1.0,East,Relatively New,,,1000.0,0,0,0,0,0,2,7
flat,piedmont taksila heights,sector 37c,1.05,2191.0,4792.0,Super Built up area 1920(178.37 sq.m.),3,3,3,7.0,,Relatively New,1920.0,,,0,0,0,0,0,1,81
house,independent,sector 57,8.0,300.0,266666.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively New,,300.0,,1,1,0,1,0,2,21
house,vipul tatvam villa,sector 48,8.4,4000.0,21000.0,Plot area 4000(371.61 sq.m.),4,5,3+,2.0,North,Moderately Old,,4000.0,,1,1,0,1,0,1,49
flat,dlf the primus,sector 82a,2.25,2100.0,10714.0,Carpet area: 2100 (195.1 sq.m.),3,3,3+,29.0,East,Relatively New,,,2100.0,0,1,0,0,0,0,72
house,dlf new town heights,sector 91,2.5,3542.0,7058.0,Plot area 3400(315.87 sq.m.),4,4,3+,3.0,East,Moderately Old,,3400.0,,1,1,1,1,0,1,80
flat,sanskriti apartments,sector 43,2.5,1850.0,13513.0,Super Built up area 1850(171.87 sq.m.),3,2,3,5.0,East,Old Property,1850.0,,,1,0,0,0,0,2,0
flat,sare green parc phase 3,sector 92,0.79,1298.0,6086.0,Super Built up area 1298(120.59 sq.m.),3,2,2,15.0,North,New Property,1298.0,,,0,0,0,0,0,2,29
flat,experion the heartsong,sector 108,1.6,2003.0,7988.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3,4,3+,3.0,South,Relatively New,2003.0,1500.29,1140.98,0,1,0,0,0,1,60
house,independent house sector 45,sector 40,9.0,2367.0,38022.0,Plot area 2367(219.9 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),12,12,3,4.0,North-West,New Property,,9000.0,6000.0,0,1,0,0,0,1,71
flat,emaar mgf emerald estate,sector 65,1.3,631.0,20602.0,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),2,2,2,7.0,West,Relatively New,1020.0,,631.0,1,0,0,0,0,2,78
flat,vatika emilia floors,sector 83,0.6,1050.0,5714.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,1.0,South,Relatively New,1050.0,990.0,950.0,0,0,0,0,0,1,167
flat,m3m soulitude,sector 89,1.32,780.0,16923.0,Carpet area: 780 (72.46 sq.m.),3,3,3,1.0,,Undefined,,,780.0,0,0,0,0,0,2,45
flat,godrej oasis,sector 88a,2.65,1582.0,16747.0,Carpet area: 124,3,3,3+,10.0,,New Property,,,124.0,0,0,0,0,0,2,110
flat,trisara our homes 3,sohna road,0.38,602.0,6312.0,Built Up area: 602 (55.93 sq.m.),2,2,2,1.0,,Undefined,,602.0,,0,0,0,0,0,2,0
house,independent,sector 56,3.25,1512.0,21495.0,Plot area 168(140.47 sq.m.),5,6,3+,4.0,East,Relatively New,,1512.0,,0,0,0,1,1,1,27
flat,milan cghs 9,sector 39,2.0,2400.0,8333.0,Built Up area: 2400 (222.97 sq.m.),3,3,3+,0.0,,Undefined,,2400.0,,0,0,0,0,0,2,0
house,independent,sector 13,1.5,1300.0,11538.0,Plot area 1300(120.77 sq.m.),10,7,3,4.0,East,Moderately Old,,1300.0,,0,0,0,0,0,2,0
flat,senate court,sector 62,0.9,639.0,14084.0,Built Up area: 639 (59.37 sq.m.),1,1,0,0.0,,Undefined,,639.0,,0,0,0,0,0,2,0
house,dlf city plots phase 2,sector 25,6.5,1935.0,33592.0,Plot area 215(179.77 sq.m.),9,9,3+,3.0,West,Old Property,,1935.0,,1,1,1,1,0,1,142
house,bhim garh kheri,sector 3,1.5,1980.0,7576.0,Plot area 220(183.95 sq.m.),7,2,,1.0,not available,Undefined,,1980.0,,0,0,0,0,0,2,0
flat,dlf the ultima,sector 81,2.3,1600.0,14375.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,18.0,North-East,Relatively New,2132.0,,1600.0,0,1,0,0,0,0,174
flat,ats marigold,sector 89,1.5,1765.0,8500.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,5.0,North,Under Construction,1750.0,1480.0,1450.0,0,0,0,0,0,2,96
flat,krisumi waterfall residences,sector 36a,2.3,1479.0,15551.0,Built Up area: 1479 (137.4 sq.m.),2,2,2,23.0,,Undefined,,1479.0,,0,0,0,0,0,2,58
flat,ansal heights 86,sector 86,0.9,1690.0,5325.0,Built Up area: 1690 (157.01 sq.m.),3,3,2,10.0,,New Property,,1690.0,,0,0,0,0,0,2,29
house,independent,sector 12,0.7,1160.0,6034.0,Plot area 1160(107.77 sq.m.),3,3,,1.0,North-East,Relatively New,,1160.0,,0,0,0,0,0,2,23
house,bptp astaire gardens,sector 70a,1.04,1450.0,7172.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,Relatively New,,,1450.0,0,0,0,0,1,1,145
flat,central park flower valley,sector 33,1.35,1300.0,10384.0,Carpet area: 1300 (120.77 sq.m.),3,2,2,3.0,West,New Property,,,1300.0,0,0,0,0,0,2,87
flat,alpha corp gurgaonone,sector 84,2.2,3434.0,6406.0,Super Built up area 3434(319.03 sq.m.),4,4,3+,15.0,South-West,Relatively New,3434.0,,,0,1,0,0,0,2,97
flat,landmark the residency,sector 103,0.9,1350.0,6666.0,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,Relatively New,1350.0,,,0,0,0,0,0,2,44
flat,ramsons kshitij,sector 95,0.32,711.0,4500.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,8.0,,Relatively New,700.0,,443.32,0,0,0,0,1,0,28
flat,bestech park view grand spa,sector 81,2.2,2660.0,8270.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,4,3+,8.0,East,Relatively New,2660.0,,2300.0,0,1,0,0,0,1,165
flat,signature global rosellia,sector 95,0.45,514.0,8754.0,Carpet area: 514 (47.75 sq.m.),2,2,2,14.0,,New Property,,,514.0,0,0,0,0,0,2,24
house,ss hibiscus,sector 50,12.5,3060.0,40850.0,Plot area 470(392.98 sq.m.)Built Up area: 410 sq.yards (342.81 sq.m.)Carpet area: 340 sq.yards (284.28 sq.m.),4,4,3+,2.0,West,Relatively New,,410.0,340.0,1,1,0,0,0,0,160
flat,bestech park view residency,sector 2,1.5,1917.0,7825.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,10.0,North-East,Moderately Old,1920.0,,,0,1,0,0,0,2,93
flat,ambience caitriona,sector 24,14.0,700.0,200000.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,2,0
house,independent,sector 4,0.55,807.0,6813.0,Built Up area: 75,2,1,1,1.0,not available,Moderately Old,,75.0,,0,0,0,0,0,2,0
flat,la vida by tata housing,sector 113,1.5,1276.0,11755.0,Super Built up area 1276(118.54 sq.m.),2,2,2,13.0,,New Property,1276.0,,,0,0,0,0,0,2,60
house,independent,sector 14,5.5,3240.0,16975.0,Plot area 360(301.01 sq.m.)Built Up area: 355 sq.yards (296.83 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,4,2,2.0,East,Old Property,,355.0,300.0,1,0,0,0,0,2,27
house,independent,sector 12,0.38,900.0,4222.0,Plot area 900(83.61 sq.m.),3,3,3,3.0,not available,Relatively New,,900.0,,0,0,0,0,0,2,0
flat,emaar mgf the palm drive,sector 66,2.99,2000.0,14950.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,7.0,East,Relatively New,2000.0,1800.0,1500.0,0,1,0,0,0,1,49
flat,mapsko casa bella,sector 82,0.86,1059.0,8120.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,5.0,South,Moderately Old,1430.0,,1056.0,1,0,0,0,0,1,120
flat,vatika lifestyle homes,sector 83,1.15,1400.0,8214.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,1,7.0,South-West,Moderately Old,1832.0,,1400.0,0,0,0,0,0,1,95
flat,emaar palm gardens,sector 83,1.6,1850.0,8648.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,6.0,East,Relatively New,1850.0,,,1,1,1,1,0,1,167
house,ansal sushant lok,sector 43,10.5,3762.0,27911.0,Plot area 418(349.5 sq.m.),4,4,2,,North-East,Old Property,,3762.0,,0,1,0,0,0,2,59
house,ganpati heights apartment,sector 13,1.25,82781.0,151.0,Plot area 115(7692.86 sq.m.),10,6,2,3.0,South-East,Old Property,,115.0,,0,0,0,0,1,2,7
flat,bestech park view sanskruti,sector 92,1.6,1995.0,8020.0,Super Built up area 1995(185.34 sq.m.)Built Up area: 1615 sq.ft. (150.04 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,4,3+,10.0,North-West,Relatively New,1995.0,1615.0,1476.0,0,1,0,0,1,1,174
flat,emaar gurgaon greens,sector 102,1.35,1650.0,8181.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,5.0,North-West,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,119
flat,emaar palm gardens,sector 83,3.15,3750.0,8400.0,Super Built up area 3750(348.39 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 2444.94 sq.ft. (227.14 sq.m.),5,7,3+,15.0,West,Relatively New,3750.0,3200.0,2444.94,0,1,0,0,0,1,165
